0BSFd001	0BSFd002	0BSFd003	0BSFd004	0BSFd005	0BSFd006	0BSFd007	0BSFd008	0BSFd009	0BSFd010	0BSFd011	0BSFd012	0BSFd013	0BSFd014	0BSFd015	0BSFd016	0BSFd017	0BSFd018	0BSFd019	0BSFd020	0BSFd021	0BSFd022	0BSFd023	0BSFd024	0BSFd025
sq2212;size=24;	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	4	0	0	5	0	0	0
sq2213;size=24;	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	6	3	0	0	0	0	1	0	0
sq2214;size=24;	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
sq2215;size=24;	0	0	0	0	0	0	0	3	0	0	0	2	0	4	0	0	0	5	0	0	6	0	0	4	0
sq2216;size=24;	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2217;size=24;	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	2	0	0	0	0	0	0	0	4	0
sq2218;size=24;	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	9	0	0	0	0	0	1	0	0	0
sq2219;size=24;	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	16	0	0	0
sq2220;size=24;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	18	0	0	0	0	0
sq2221;size=24;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
sq2222;size=23;	18	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
sq2223;size=23;	5	0	0	0	3	0	0	2	0	0	0	0	0	3	2	0	3	3	0	0	0	0	2	0	0
sq2224;size=23;	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0
sq2225;size=23;	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2226;size=23;	0	2	1	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	8	0	4	0
sq2227;size=23;	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
sq2228;size=23;	0	1	1	0	0	0	0	0	8	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
sq2229;size=23;	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	4	0	0	0
sq2230;size=23;	0	0	1	0	0	0	0	0	1	0	0	0	0	3	4	0	0	6	5	0	0	0	0	3	0
sq2231;size=23;	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	9	0	1	9	0	0	0	0	0	0
sq2232;size=23;	0	0	0	0	0	0	0	0	2	0	0	2	0	0	4	12	0	0	0	0	0	0	0	3	0
sq2233;size=23;	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	7	0	3	0
sq2234;size=23;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	1	6	0	0	1	0	0	0
sq2235;size=23;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	4	0	0	0	0	11	0	0
sq2236;size=23;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	20	0
sq2237;size=23;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	8	5	0	0
sq2238;size=23;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0
sq2239;size=23;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0
sq2240;size=22;	4	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	6	0	0	0	0	0	0	0	0
sq2241;size=22;	2	0	5	0	2	0	0	2	2	0	0	0	0	0	1	2	3	2	0	0	0	0	0	1	0
sq2242;size=22;	2	0	0	0	3	0	0	0	5	0	0	2	0	2	2	0	5	1	0	0	0	0	0	0	0
sq2243;size=22;	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	3	0	0	0	11	1	0
sq2244;size=22;	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	15	3	0	0	0
sq2245;size=22;	0	1	0	0	0	1	1	7	1	2	0	1	0	1	2	0	0	0	0	0	0	1	1	2	1
sq2246;size=22;	0	0	3	0	0	0	0	0	1	0	0	4	0	0	0	6	0	0	3	0	0	3	0	2	0
sq2247;size=22;	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	10	0	0	1	0	2	0
sq2248;size=22;	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	8	0	6	0	0
sq2249;size=22;	0	0	0	0	2	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0
sq2250;size=22;	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	1	2	12	0	0	0	0	2	0
sq2251;size=22;	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
sq2252;size=22;	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	15	0	0	0	0	0	0	0	1	0
sq2253;size=22;	0	0	0	0	0	0	0	0	5	0	5	2	0	0	3	0	0	0	0	0	0	0	2	5	0
sq2254;size=22;	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	3	8	0	0	0	0	0	0	0
sq2255;size=22;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	11	0	0	0	0	0
sq2256;size=22;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	7	6	0	0	0	0	0	0
sq2257;size=22;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
sq2258;size=22;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	17	0
sq2259;size=21;	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	9	0
sq2260;size=21;	3	4	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	4	0	0	0	5	0	0	0
sq2261;size=21;	1	4	0	0	0	0	0	0	0	0	0	1	0	0	4	0	5	6	0	0	0	0	0	0	0
sq2262;size=21;	1	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0
sq2263;size=21;	0	3	0	0	0	0	0	2	0	0	0	0	0	3	0	0	6	0	0	0	0	4	3	0	0
sq2264;size=21;	0	3	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2265;size=21;	0	1	2	0	6	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0	6	1	0
sq2266;size=21;	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3	0	0	0	0
sq2267;size=21;	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	8	0
sq2268;size=21;	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0
sq2269;size=21;	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	5	0	0	0	0	0	0
sq2270;size=21;	0	0	3	0	0	0	0	0	1	0	0	8	0	0	0	9	0	0	0	0	0	0	0	0	0
sq2271;size=21;	0	0	3	0	0	0	0	0	0	0	0	0	0	2	2	6	0	3	3	0	0	0	0	2	0
sq2272;size=21;	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	14	3	0	0	0	0	0	0
sq2273;size=21;	0	0	0	0	12	0	0	0	4	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0
sq2274;size=21;	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0
sq2275;size=21;	0	0	0	0	1	0	0	0	5	0	0	1	0	0	0	0	9	1	0	0	3	0	1	0	0
sq2276;size=21;	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	3	0
sq2277;size=21;	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0
sq2278;size=21;	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	0	4	5	0
sq2279;size=21;	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	2	0	6	0	0	0	1	3	2	0
sq2280;size=21;	0	0	0	0	0	0	0	0	0	10	0	0	0	0	4	3	0	0	4	0	0	0	0	0	0
sq2281;size=21;	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	7	0	8	0
sq2282;size=21;	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	11	0	5	0
sq2283;size=21;	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	3	4	7	0	0	0	0	0	0
sq2284;size=21;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	0	6	0	0	0	0	0	0
sq2285;size=20;	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
sq2286;size=20;	4	0	0	0	0	0	0	0	2	0	1	0	2	8	0	3	0	0	0	0	0	0	0	0	0
sq2287;size=20;	1	2	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	3	0	1	0	4	3	0
sq2288;size=20;	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	9	0	0	3	0	2	0
sq2289;size=20;	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	10	0	1	0	0	0	1	0	0	0
sq2290;size=20;	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	11	1	0	0	0	0	0	0
sq2291;size=20;	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
sq2292;size=20;	0	0	3	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	3	0	0	0
sq2293;size=20;	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	2	0
sq2294;size=20;	0	0	0	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sq2295;size=20;	0	0	0	0	8	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	5	0	3	0
sq2296;size=20;	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	12	1	0	0	0	0	0	0	0
sq2297;size=20;	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	12	0	0	0
sq2298;size=20;	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2299;size=20;	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0
sq2300;size=20;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	2	8	0	0	0	0	0	0
sq2301;size=20;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	6	0	0	0
sq2302;size=20;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	12	0
sq2303;size=20;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
sq2304;size=19;	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2305;size=19;	2	2	0	0	0	0	0	0	2	0	0	2	0	0	0	3	0	6	0	0	2	0	0	0	0
sq2306;size=19;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	1	7	0
sq2307;size=19;	0	0	17	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2308;size=19;	0	0	7	0	0	0	0	0	2	0	0	6	0	0	1	3	0	0	0	0	0	0	0	0	0
sq2309;size=19;	0	0	5	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0
sq2310;size=19;	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	7	0	0	0
sq2311;size=19;	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0
sq2312;size=19;	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0
sq2313;size=19;	0	0	0	0	0	0	0	2	0	0	0	0	0	4	1	0	4	5	0	0	0	3	0	0	0
sq2314;size=19;	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	11	0	1	2	0	0	0	0	0	0
sq2315;size=19;	0	0	0	0	0	0	0	0	2	0	0	0	0	12	1	1	0	0	0	0	0	0	2	1	0
sq2316;size=19;	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	3	0	0	0	0	0	0	0	0	0
sq2317;size=19;	0	0	0	0	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	0	4	0	0	0	0
sq2318;size=19;	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	3	0	3	5	0	0	0	0	1	0
sq2319;size=19;	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	4	0	2	0
sq2320;size=19;	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	0	1	3	0	0	1	0	0	0
sq2321;size=19;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	14	0	2	0
sq2322;size=19;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
sq2323;size=18;	1	0	3	0	0	0	0	0	3	0	0	1	8	0	0	0	0	0	0	0	2	0	0	0	0
sq2324;size=18;	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	2	4	0	0	0	0	0	0
sq2325;size=18;	1	6	0	0	0	0	0	7	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2326;size=18;	0	3	0	0	3	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0
sq2327;size=18;	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	1	0	5	0	0	0	7	0	0	0
sq2328;size=18;	0	1	4	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	3	0	0	2	0	0	0
sq2329;size=18;	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	6	0	0	0
sq2330;size=18;	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	7	0	0	0
sq2331;size=18;	0	0	1	0	0	0	0	0	4	1	0	0	2	2	4	0	1	0	0	1	0	0	0	2	0
sq2332;size=18;	0	0	0	0	2	0	0	3	0	0	1	0	0	1	3	0	1	0	0	0	3	0	4	0	0
sq2333;size=18;	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0
sq2334;size=18;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	0	0
sq2335;size=18;	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	0
sq2336;size=18;	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	3	1	0	4	0	0	0	2	1	0
sq2337;size=18;	0	0	0	0	0	0	0	0	3	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0
sq2338;size=18;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	4	0	0	0
sq2339;size=18;	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2340;size=18;	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2341;size=18;	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	5	0	0	0	0	0	0	0	6	0
sq2342;size=18;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	3	3	0	0	2	0	0	0
sq2343;size=18;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
sq2344;size=17;	1	3	0	0	0	0	0	0	3	0	0	7	0	0	0	1	0	0	0	0	0	0	0	2	0
sq2345;size=17;	0	1	0	0	0	0	0	9	0	0	0	1	0	0	0	0	3	3	0	0	0	0	0	0	0
sq2346;size=17;	0	0	4	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	3	5	0
sq2347;size=17;	0	0	3	0	0	0	0	0	0	0	0	2	0	0	1	5	0	3	0	0	0	3	0	0	0
sq2348;size=17;	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	5	0	4	0
sq2349;size=17;	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	2	0	0	0
sq2350;size=17;	0	0	0	0	2	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	2	0
sq2351;size=17;	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	8	0	0	0	0	0	4	0	0
sq2352;size=17;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0
sq2353;size=17;	0	0	0	0	1	11	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
sq2354;size=17;	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
sq2355;size=17;	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	6	0	0	0	0	0	0	1	2	0
sq2356;size=17;	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	1	4	5	0	0	1	0	0	0
sq2357;size=17;	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	6	0	6	0
sq2358;size=17;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	8	0	0	0	0	0	0
sq2359;size=17;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0	0
sq2360;size=16;	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	3	0	5	0	0
sq2361;size=16;	3	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	3	0	0	0	3	2	0
sq2362;size=16;	2	0	0	0	0	0	0	0	0	0	0	3	0	0	3	1	3	0	0	0	0	0	4	0	0
sq2363;size=16;	1	0	0	0	1	0	0	1	0	0	0	3	0	1	1	0	3	1	2	0	1	0	1	0	0
sq2364;size=16;	1	1	0	1	0	1	0	1	0	2	1	1	1	1	2	0	1	0	1	0	0	1	0	0	0
sq2365;size=16;	0	1	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0
sq2366;size=16;	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
sq2367;size=16;	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	3	4	2	0	0	0	2	0	0
sq2368;size=16;	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0
sq2369;size=16;	0	0	0	0	0	0	0	0	5	0	0	1	0	0	8	0	0	0	0	0	0	2	0	0	0
sq2370;size=16;	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0
sq2371;size=16;	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	6	0	0	0	0	0	0
sq2372;size=16;	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	2	0
sq2373;size=16;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
sq2374;size=16;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0
sq2375;size=16;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
sq2376;size=16;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
sq2377;size=15;	10	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2378;size=15;	2	0	0	0	0	0	0	0	2	0	0	2	0	3	1	0	0	0	1	0	4	0	0	0	0
sq2379;size=15;	1	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
sq2380;size=15;	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	3	0	8	0	0
sq2381;size=15;	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	6	0	0	0
sq2382;size=15;	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0
sq2383;size=15;	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0
sq2384;size=15;	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0
sq2385;size=15;	0	0	4	2	0	1	0	0	1	0	0	0	0	1	1	0	3	1	1	0	0	0	0	0	0
sq2386;size=15;	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	4	0
sq2387;size=15;	0	0	2	0	0	0	0	0	2	0	0	0	1	2	0	0	1	0	0	0	0	4	0	3	0
sq2388;size=15;	0	0	1	1	1	0	2	1	1	1	2	1	0	0	2	1	0	0	0	0	0	0	1	0	0
sq2389;size=15;	0	0	0	0	0	0	0	1	3	0	4	0	0	5	0	0	0	0	0	0	1	0	1	0	0
sq2390;size=15;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	1	3	0	0	0	1	3	0
sq2391;size=15;	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
sq2392;size=15;	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	1	0	0	0	0	0	0	0
sq2393;size=15;	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	11	0
sq2394;size=15;	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	7	0
sq2395;size=15;	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	12	0	0	0
sq2396;size=15;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
sq2397;size=15;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	8	0	0	0
sq2398;size=14;	5	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
sq2399;size=14;	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	2	1	5	0	0	0	0	0	0
sq2400;size=14;	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
sq2401;size=14;	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	2	0	0	4	0
sq2402;size=14;	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2403;size=14;	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0
sq2404;size=14;	0	0	0	0	4	0	0	1	0	0	0	0	0	0	3	4	0	2	0	0	0	0	0	0	0
sq2405;size=14;	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	4	0	1	0
sq2406;size=14;	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	2	0	0
sq2407;size=14;	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	2	3	0	0	0	0	0	0
sq2408;size=14;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	10	0
sq2409;size=14;	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	3	0
sq2410;size=14;	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
sq2411;size=14;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
sq2412;size=14;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	7	0	0	4	0	0	0
sq2413;size=14;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	6	0	1	0	1	0
sq2414;size=14;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	0
sq2415;size=13;	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2416;size=13;	6	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	2	0	0	0
sq2417;size=13;	1	0	0	0	0	0	2	1	0	2	0	0	1	0	0	0	1	3	0	0	0	2	0	0	0
sq2418;size=13;	1	4	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0
sq2419;size=13;	1	4	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	1	0	0	0	1	0	0
sq2420;size=13;	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0
sq2421;size=13;	0	3	0	0	3	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
sq2422;size=13;	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
sq2423;size=13;	0	0	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2424;size=13;	0	0	8	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2425;size=13;	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	4	0	2	0	0	0	0	0	1	0
sq2426;size=13;	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
sq2427;size=13;	0	0	0	0	2	0	1	0	1	2	0	0	0	0	0	2	0	1	0	0	0	0	0	4	0
sq2428;size=13;	0	0	0	0	1	0	0	0	1	0	0	1	1	2	1	0	4	0	0	0	1	0	0	1	0
sq2429;size=13;	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
sq2430;size=13;	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
sq2431;size=13;	0	0	0	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0
sq2432;size=13;	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0
sq2433;size=13;	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	1	0	0	0	4	0	0	0
sq2434;size=13;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	4	0	0	0	0	0	0
sq2435;size=13;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	5	0	0	0	0	0	0
sq2436;size=13;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	4	0	0	0
sq2437;size=13;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	10	0	0
sq2438;size=13;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
sq2439;size=13;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
sq2440;size=13;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
sq2441;size=12;	3	0	4	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0
